520,16069,Cenate Sotto - Biblioteca Comunale,CENATE SOTTO,BG,24069,VIA MONSIGNOR BIAVA ,371,10761,33871.86,45.70002827,9.82510067,0101000020E6100000891D539873A6234075F6BE869AD94640
533,16224,Valbrembo - Biblioteca Comunale,VALBREMBO,BG,24030,VIA DON LORENZO MILANI ,450,17899,43024.34,45.717852,9.6070492,0101000020E61000003D201A27CF36234021AF0793E2DB4640
537,16060,Casnigo - Biblioteca Comunale,CASNIGO,BG,24020,PIAZZA SAN GIOVANNI BATTISTA 1,196,17339,29810.01,45.8159427,9.86646144,0101000020E6100000131778D5A0BB234079F475CF70E84640
538,16234,Vertova - Biblioteca Comunale,VERTOVA,BG,24029,VIA CONVENTO 12,110,12633,33293.63,45.8123261,9.85337191,0101000020E6100000D48CB929EDB42340F797384DFAE74640
547,16024,"Biblioteca del Museo Civico di Scienze Naturali '"E. Caffi'"",BERGAMO,BG,24126,PIAZZA CITTADELLA 10,440,17150,31250,45.70552416,9.65966526,0101000020E6100000C2031CA5BF51234073DE9C9D4EDA4640
551,16097,Fara Olivana con Sola - Biblioteca Comunale,FARA OLIVANA CON SOLA,BG,24058,VIA S. LORENZO ,60,3646,13693,45.48306272,9.72625293,0101000020E6100000C7F28D6CD77323408D28CCFFD4BD4640
555,16174,Predore - Biblioteca Comunale,PREDORE,BG,24060,VIA ARIO MUCIANO 10,180,9594,25054.09,45.68001598,10.02007155,0101000020E6100000FAA875D1460A2440BF6D7DC30AD74640
557,16072,Chignolo d'Isola - Biblioteca Comunale,CHIGNOLO D'ISOLA,BG,24040,VIA IV NOVEMBRE 3,83,10920,26266.22,45.66679879,9.52712859,0101000020E610000056AC6DCCE30D2340FC07AAA959D54640
563,16169,Ponteranica - Biblioteca Comunale,PONTERANICA,BG,24010,VIA VALBONA 73,161,25802,72861.04,45.729907,9.65363289,0101000020E6100000AA475CF8A84E23408C0FB3976DDD4640
565,16238,Villa d'Adda - Biblioteca Comunale,VILLA D'ADDA,BG,24030,VIA MADRE TERESA DI CALCUTTA ,300,13335,8936.57,45.71188254,9.46421777,0101000020E61000007DBE98F3ADED22405BF291F71EDB4640
569,16142,Mozzanica - Biblioteca Comunale,MOZZANICA,BG,24050,VIA EUROPA 2,263,13870,66876.97,45.47493896,9.68968804,0101000020E6100000147C70CA1E612340EC65C2CCCABC4640
575,16063,Castel Rozzone - Biblioteca Comunale,CASTEL ROZZONE,BG,24040,PIAZZA CASTELLO 1,97,13726,27696.72,45.55507739,9.62341064,0101000020E61000008E8EEDAD2F3F23404766A2C60CC74640
579,16207,Stezzano - Biblioteca Comunale,STEZZANO,BG,24040,PIAZZA LIBERTA 27,244,30838,131500,45.65086976,9.65245251,0101000020E6100000464961410E4E2340E39346B34FD34640
586,16195,Schilpario - Biblioteca Comunale,SCHILPARIO,BG,24020,VIA DEI GOI ,80,11591,41112.4,46.00863943,10.15831322,0101000020E610000052D92C6E0E5124402EA7CA181B014740
587,16106,Fuipiano Valle Imagna - Biblioteca Comunale,FUIPIANO VALLE IMAGNA,BG,24030,VIA ARNOSTO 25,30,2726,6502.34,45.8572291,9.52479127,0101000020E6100000ABC0FB70B10C2340FAD6E2AEB9ED4640
588,16024,Bergamo - Biblioteca Civica  Angelo Mai,BERGAMO,BG,24123,PIAZZA VECCHIA 15,3000,922529,884732,45.7042479,9.66323335,0101000020E6100000A9BB5752935323406A6391CB24DA4640
592,16192,Sant'Omobono Terme - Biblioteca Comunale,SANT'OMOBONO TERME,BG,24038,VIA G. PERSONENI 36,250,14550,26301.45,45.81371356,9.53386606,0101000020E6100000EB4968E456112340804114C427E84640
595,16161,Peia - Biblioteca Comunale,PEIA,BG,24020,VIA CA' BETTERA ,200,3438,20772.56,45.80405158,9.90022032,0101000020E6100000773083ADE9CC2340D5328429EBE64640
596,16199,Serina - Biblioteca Comunale,SERINA,BG,24017,VIA PALMA IL VECCHIO 50,442,13762,41640.89,45.87189058,9.72894348,0101000020E610000001776E14387523402E654B1C9AEF4640
604,16010,Antegnate - Biblioteca Comunale Gianni Sangalli,ANTEGNATE,BG,24051,VIA ROMA 15,200,5762,12864.5,45.4860038,9.7891308,0101000020E61000005B88C4F308942340A95D5D5F35BE4640
608,16174,Predore - Biblioteca Comunale,PREDORE,BG,24060,VIA ARIO MUCIANO 10,180,9594,25054.09,45.68001598,10.02007155,0101000020E6100000FAA875D1460A2440BF6D7DC30AD74640
629,16209,Suisio - Biblioteca Comunale,SUISIO,BG,24040,VIA ALESSANDRO MANZONI SN ,274,16385,45847.42,45.65401135,9.5025996,0101000020E610000022F719BC540123403DBBD7A4B6D34640
638,16033,Bossico - Biblioteca Comunale,BOSSICO,BG,24060,PIAZZA SAN PIETRO 2,115,5871,3626.72,45.82746786,10.0445727,0101000020E6100000BE96A13BD216244076988277EAE94640
646,16144,Nembro - Biblioteca Centro Cultura,NEMBRO,BG,24027,PIAZZA ITALIA ,1756,52251,264039,45.74424168,9.76208517,0101000020E61000004DD5030730862340C6F5B54F43DF4640
651,16240,Villa di Serio - Biblioteca Comunale,VILLA DI SERIO,BG,24020,VIA PAPA GIOVANNI XXIII 60,420,29335,121625.93,45.72045533,9.73416566,0101000020E6100000AF17B78FE4772340194A58E137DC4640
653,16057,Carvico - Biblioteca Comunale,CARVICO,BG,24030,VIA SANTA MARIA 13,190,21971,49145.95,45.70425921,9.48029951,0101000020E61000003B783FD1E9F52240AB6D712A25DA4640
660,16089,Curno - Biblioteca Comunale,CURNO,BG,24035,PIAZZA PAPA GIOVANNI XXIII 20,141,31265,70446,45.6910161,9.6103607,0101000020E6100000FF869A328138234036412F3773D84640
661,16084,Costa di Mezzate - Biblioteca Comunale,COSTA DI MEZZATE,BG,24060,VIA ROMA 19,1171,17797,57468.75,45.66254505,9.79510405,0101000020E61000009555C7E01797234037F0B446CED44640
664,16245,Zanica - Biblioteca Comunale,ZANICA,BG,24050,VIA SERIO 1,405,41296,108062.64,45.63811357,9.69659209,0101000020E61000009267EAB7A7642340542499B4ADD14640
672,16197,Selvino - Biblioteca Intercomunale Selvino - Aviatico,SELVINO,BG,24020,VIA CARDELLINO 1,328,20667,47247.63,45.78362575,9.75174736,0101000020E6100000D21BAC07E5802340D8463CD94DE44640
674,16187,Rovetta - Biblioteca Comunale,ROVETTA,BG,24020,VIALE PAPA GIOVANNI XXIII 12,283,32294,42865.78,45.88902981,9.9832212,0101000020E6100000BE77E5C468F723403E8F93BACBF14640
682,16246,Zogno - Biblioteca Comunale B.Belotti,ZOGNO,BG,24019,PIAZZA BELOTTI 1,600,30776,105230.17,45.79333995,9.6620833,0101000020E61000009D741195FC5223401DEED9298CE54640
683,16093,Endine Gaiano - Biblioteca Comunale,ENDINE GAIANO,BG,24060,VIA F. NULLO ,90,5555,22130.18,45.7909491,9.97779154,0101000020E61000000136BD17A1F423407BA6F2D13DE54640
686,16212,Telgate - Biblioteca Comunale,TELGATE,BG,24060,PIAZZA DEGLI ALPINI 1,150,13952,42689.89,45.62641355,9.853560877,0101000020E61000005CB867EE05B52340B982B7512ED04640
694,16124,Leffe - Biblioteca Comunale,LEFFE,BG,24026,VIA PAPA GIOVANNI XXIII 8,318,17470,48324,45.79977389,9.88543525,0101000020E610000080F3E2C457C5234052DFA6FD5EE64640
705,16150,Orio al Serio - Biblioteca Comunale,ORIO AL SERIO,BG,24050,VIA DANTE ALIGHIERI 2,318,9718,41791.13,45.67722509,9.69240035,0101000020E610000058FA754C8262234053CACE4FAFD64640
710,16147,Oltressenda Alta - Biblioteca Comunale,OLTRESSENDA ALTA,BG,24020,PIAZZA CHIESA 1,40,1346,2909.3,45.914714,9.94501973,0101000020E610000079D944A0D9E32340BF982D5915F54640
716,16004,Albino - Biblioteca della Montagna del Club Alpino Italiano,ALBINO,BG,24021,VIA SANTA MARIA 10,30,2205,609.94,45.76961707,9.80815154,0101000020E61000002A06E509C69D2340F30BE9CF82E24640
730,16001,Adrara San Martino - Biblioteca Comunale,ADRARA SAN MARTINO,BG,24060,PIAZZA UMBERTO I ,400,5357,20293.9,45.7007828,9.95027029,0101000020E610000025D2D3D389E62340B6CC3340B3D94640
733,16131,Madone - Biblioteca Comunale 'Leonardo da Vinci',MADONE,BG,24040,VIA CARSO 10,254,14405,41459.97,45.65242919,9.54716664,0101000020E61000004086D03926182340BD00B9CC82D34640
735,16243,Vilminore di Scalve - Biblioteca Comunale,VILMINORE DI SCALVE,BG,24020,VIA LOCATELLI 8,160,5377,22737.51,45.99786989,10.0922251,0101000020E61000009CBDD820382F2440479B5733BAFF4640
739,16202,Sorisole - Biblioteca Comunale,SORISOLE,BG,24010,VIA SAN FRANCESCO D'ASSISI 26,460,23407,57925.7,45.74447562,9.6594124,0101000020E61000005C2789809E512340E04824FA4ADF4640
741,16057,Carvico - Biblioteca Comunale,CARVICO,BG,24030,VIA SANTA MARIA 13,190,21971,49145.95,45.70425921,9.48029951,0101000020E61000003B783FD1E9F52240AB6D712A25DA4640
743,16029,Boltiere - Biblioteca Comunale,BOLTIERE,BG,24040,VIA DON G. CARMINATI 2,170,20560,55398.2,45.59955135,9.57828991,0101000020E6100000131D769D15282340E6424019BECC4640
750,16053,Caravaggio - Biblioteca Comunale Banfi,CARAVAGGIO,BG,24043,VIALE PAPA GIOVANNI XXIII 17,577,60613,146463.24,45.49237585,9.64002204,0101000020E6100000D50905F8B04723408C8BFE2B06BF4640
765,16074,Cisano Bergamasco - Biblioteca Comunale,CISANO BERGAMASCO,BG,24034,VIA SAN DOMENICO SAVIO N.3 ,381,24065,54929,45.73853429,9.47841868,0101000020E61000007ECA104BF3F422402543A74A88DE4640
770,16132,Mapello - Biblioteca Comunale,MAPELLO,BG,24030,PIAZZA IV NOVEMBRE 12,350,20564,5768.9,45.70918183,9.5470815,0101000020E6100000467EFD101B1823403B625F78C6DA4640
771,16070,Cene - Biblioteca Comunale,CENE,BG,24020,VIA VITTORIO VENETO 20,370,14050,62222,45.78136848,9.82518378,0101000020E61000004E94087D7EA62340D4DCE1E103E44640
775,16023,Berbenno - Biblioteca Comunale,BERBENNO,BG,24030,VIA VITTORIO EMANUELE II 26,106,10822,32768.49,45.81255878,9.56838405,0101000020E6100000D5A2F43B03232340BE1615ED01E84640
778,16176,Presezzo - Biblioteca Comunale,PRESEZZO,BG,24030,VIA MONTESSORI 13,250,21940,75844.68,45.6898264,9.57048325,0101000020E6100000E3546B61162423406EF5413B4CD84640
785,16016,Azzano San Paolo - Biblioteca Comunale,AZZANO SAN PAOLO,BG,24052,VIA PAPA GIOVANNI XXIII 17,235,19458,69428,45.65971907,9.67471818,0101000020E6100000B83B4AA9745923404919ABAC71D44640
794,16098,Filago - Biblioteca Comunale,FILAGO,BG,24040,PIAZZA DANTE ALIGHIERI 2,70,7100,300,45.63726485,9.55571774,0101000020E6100000CD361E09871C2340F7D104E591D14640
799,16038,Brembate di Sopra - Biblioteca Comunale,BREMBATE DI SOPRA,BG,24030,VIA MONTE GRAPPA 13,630,47202,145351.2,45.71890947,9.58473511,0101000020E6100000C28B7C66622B2340A437BB3905DC4640
801,16008,Alzano Lombardo - Biblioteca Comunale,ALZANO LOMBARDO,BG,24022,VIA PAGLIA 11,1300,88669,289097.18,45.73639458,9.72382937,0101000020E61000008E1160C3997223409D06772D42DE4640
804,16156,"Palazzago - Biblioteca Comunale '"G. Miglio'"",PALAZZAGO,BG,24030,VIA MAGGIORE 30,80,10100,15487,45.75201065,9.5348445,0101000020E610000015E46723D711234032FF8DE241E04640
811,16066,Cavernago - Biblioteca Comunale,CAVERNAGO,BG,24050,VIA PAPA GIOVANNI XXIII 24,80,7144,18822.67,45.62482445,9.76182478,0101000020E6100000C9C3C6E50D862340DF3E613FFACF4640
