codice_identificativo;codice_istat;denominazione;comune;prov;cap;Indirizzo;superficie;tot_consistenza_documenti;spese_tot;WGS84_Y;WGS84_X
780;13133;Lomazzo - Biblioteca Comunale;LOMAZZO;CO;22074;BROLO SAN VITO 4;400;28175;96642,43;45,69869235;9,038941624
781;18110;Pavia - Biblioteca Comunale Angelo Gambini;PAVIA;PV;27100;VIA DEI MILLE 28;32;6523;;45,17904831;9,15161858
782;15224;Truccazzano - Biblioteca Comunale;TRUCCAZZANO;MI;20060;VIA SCOTTI 50;100;10399;24778,29;45,48385582;9,46895211
783;13013;Asso - Biblioteca Comunale;ASSO;CO;22033;PIAZZA GIUSEPPE MAZZINI 7;300;11944;35788,68;45,8635323;9,26938635
784;17179;Sirmione - Biblioteca Comunale;SIRMIONE;BS;25019;VIA V. ALFIERI ;2090;44399;205905,31;45,46364459;10,60788606
785;16016;Azzano San Paolo - Biblioteca Comunale;AZZANO SAN PAOLO;BG;24052;VIA PAPA GIOVANNI XXIII 17;235;19458;69428;45,65971907;9,67471818
786;13165;Olgiate Comasco - Biblioteca Comunale;OLGIATE COMASCO;CO;22077;PIAZZA UMBERTO I° 11;1183;72517;251457,17;45,78516758;8,97017241
787;19109;Trescore Cremasco - Biblioteca Comunale;TRESCORE CREMASCO;CR;26017;VIA VITTORIO VENETO 1;250;7787;26942,15;45,40302432;9,61694358
788;20060;Schivenoglia - Biblioteca Comunale;SCHIVENOGLIA;MN;46020;VIA GIACOMO MATTEOTTI 49;40;3040;10781;44,9952691;11,07281464
789;20030;Mantova - Centro di lettura Te Brunetti;MANTOVA;MN;46100;VIA FACCIOTTO 5;120;14094;5000;45,14612554;10,78755779
790;108039;Seregno - Biblioteca Civica Ettore Pozzoli;SEREGNO;MB;20038;PIAZZA MONSIGNOR GANDINI 9;2800;84161;423741,74;45,65240223;9,19936019
791;17142;Pian Camuno - Biblioteca Comunale;PIAN CAMUNO;BS;25050;VIA DON STEFANO GELMI 31;104;7585;26810,96;45,8427533;10,15557966
792;12077;Golasecca - Biblioteca Comunale;GOLASECCA;VA;21010;VIA DELLE SCUOLE ;56;11200;1273,25;45,69970033;8,6567897
793;17011;Barbariga - Biblioteca Comunale;BARBARIGA;BS;25030;VIA ROMA 29;118;6275;9774;45,40512109;10,05489023
794;16098;Filago - Biblioteca Comunale;FILAGO;BG;24040;PIAZZA DANTE ALIGHIERI 2;70;7100;300;45,63726485;9,55571774
795;13206;San Fermo della Battaglia - Biblioteca Comunale;SAN FERMO DELLA BATTAGLIA;CO;22020;VIA SOMAINI 5;600;46157;97247,14;45,80789313;9,04179968
796;15016;Bellinzago Lombardo - Biblioteca Comunale;BELLINZAGO LOMBARDO;MI;20060;VIA PAPA GIOVANNI XXIII ;185;12058;52459,1;45,54125714;9,44758802
797;17067;Desenzano del Garda - Biblioteca Civica A. Anelli;DESENZANO DEL GARDA;BS;25015;VIA AGELLO 5;1500;37765;265030;45,45979955;10,57744829
798;17116;Muscoline - Biblioteca Comunale;MUSCOLINE;BS;25080;VIA PAPA PAOLO VI 8;217;11569;31205,8;45,5630819;10,45879699
799;16038;Brembate di Sopra - Biblioteca Comunale;BREMBATE DI SOPRA;BG;24030;VIA MONTE GRAPPA 13;630;47202;145351,2;45,71890947;9,58473511
800;17026;Brandico - Biblioteca Comunale;BRANDICO;BS;25030;VIA IV NOVEMBRE 8;80;5533;16011;45,45467672;10,05366684
801;16008;Alzano Lombardo - Biblioteca Comunale;ALZANO LOMBARDO;BG;24022;VIA PAGLIA 11;1300;88669;289097,18;45,73639458;9,72382937
802;17013;Bassano Bresciano - Biblioteca Comunale;BASSANO BRESCIANO;BS;25020;VIA MARTINENGO 33;100;6150;10123;45,32582853;10,1289226
803;15146;Milano - Biblioteca Comunale Rionale Niguarda;MILANO;MI;20131;VIA PASSERINI 5;620;26683;;45,51543914;9,1937012
804;16156;"Palazzago - Biblioteca Comunale ""G. Miglio""";PALAZZAGO;BG;24030;VIA MAGGIORE 30;80;10100;15487;45,75201065;9,5348445
805;108042;Sulbiate - Biblioteca Comunale;SULBIATE;MB;20050;VIA MADRE LAURA 3;520;15770;39831;45,63415808;9,42080725
806;98031;Lodi - Multibiblioteca Tuttoilmondo;LODI;LO;26900;VIA CAVOUR 73;58;3222;960;45,31537662;9,50674288
807;15114;Inzago - Biblioteca Comunale;INZAGO;MI;20065;VIA PIOLA 10;665;40404;105316,05;45,54132508;9,48155212
808;108047;Veduggio con Colzano - Biblioteca Comunale;VEDUGGIO CON COLZANO;MB;20050;VIA PIAVE 2;93;10923;42010,9;45,7346558;9,27332549
809;19094;Sergnano - Biblioteca Comunale;SERGNANO;CR;26010;PIAZZA IV NOVEMBRE 10;202;25352;41821,75;45,42781454;9,7037576
810;17084;Irma - Biblioteca Comunale;IRMA;BS;25061;VIA CASA DELL'ALPINO 15;44;3973;6675;45,77074104;10,28493761
811;16066;Cavernago - Biblioteca Comunale;CAVERNAGO;BG;24050;VIA PAPA GIOVANNI XXIII 24;80;7144;18822,67;45,62482445;9,76182478
812;108015;Carate Brianza - Biblioteca Comunale;CARATE BRIANZA;MB;20048;VIA CAPROTTI 7;531;49620;141538,37;45,67664314;9,23708854
813;13099;Faloppio - Biblioteca dell'Unione di Comuni Terre di Frontiera;FALOPPIO;CO;22020;VIA ALESSANDRO MANZONI ;118;21695;;45,81209568;8,96365668
814;16242;Villongo - Biblioteca Comunale;VILLONGO;BG;24060;VIA ROMA 20;620;48969;136849,36;45,6726002;9,93160616
815;17103;Manerbio - Biblioteca Comunale;MANERBIO;BS;25025;VIA INSURREZIONE NAZIONALE 2;540;38805;124648,67;45,35376545;10,13915276
816;16085;Costa Valle Imagna - Biblioteca Comunale;COSTA VALLE IMAGNA;BG;24030;VIA MIRAVALLE ;65;2572;4356,21;45,80349254;9,50413947
817;13131;Locate Varesino - Biblioteca Comunale;LOCATE VARESINO;CO;22070;VIA PARINI 1;88;9966;18609,56;45,690192;8,931032
818;14077;Villa di Chiavenna - Biblioteca Comunale;VILLA DI CHIAVENNA;SO;23029;VIA ROMA ;50;4279;38328;46,3306941;9,48666161
819;98006;Brembio - Biblioteca Comunale Pier Vittorio Tondelli;BREMBIO;LO;26822;PIAZZA GIACOMO MATTEOTTI 1;50;8510;10491,22;45,21454953;9,57280522
820;13041;Cantù - Biblioteca Comunale Ugo Bernasconi;CANTA;CO;22063;PIAZZA GUGLIELMO MARCONI 1;750;93136;224982,44;45,73878794;9,12590654
821;97074;Santa Maria Hoè - Biblioteca dell'Unione di comuni La Valletta Brianza;SANTA MARIA HOE;LC;23889;CORSIA MERCATO N.14 ;65;19979;52075,7;45,7433971;9,3721021
822;97031;Dolzago - Biblioteca Comunale;DOLZAGO;LC;23843;VIA CORSICA 12;180;11114;20230,3;45,7684592;9,34110369
823;17112;Monticelli Brusati - Biblioteca Comunale;MONTICELLI BRUSATI;BS;25040;VIA VALLE 2;150;13640;21250;45,63243558;10,09991479
824;15105;Garbagnate Milanese - Biblioteca Comunale;GARBAGNATE MILANESE;MI;20024;VIA MONZA 12;1431;60232;310853,25;45,5755546;9,08058745
825;12133;Varese - Biblioteca Rionale di San Fermo;VARESE;VA;21100;VIA E. MARZOLI 9;205;15289;39974,38;45,83117194;8,84593914
826;17152;Pralboino - Biblioteca Comunale;PRALBOINO;BS;25020;VIA MARCONI 1;110;10916;18187,8;45,26880515;10,22115899
827;15224;Truccazzano - Biblioteca Comunale;TRUCCAZZANO;MI;20060;VIA SCOTTI 50;100;10399;24778,29;45,48385582;9,46895211
828;108033;Monza - Biblioteca dei Ragazzi;MONZA;MB;20052;PIAZZA TRENTO E TRIESTE 6;363;28307;;45,58354029;9,273793
829;16019;Barbata - Biblioteca Comunale;BARBATA;BG;24040;VIA VITTORIO VENETO 62;70;1552;2298;45,47935659;9,77471404
830;17035;Capo di Ponte - Biblioteca Comunale;CAPO DI PONTE;BS;25044;VIA ALDO MORO ;125;6394;13480,83;46,02834757;10,34481089
831;16225;Valgoglio - Biblioteca Comunale;VALGOGLIO;BG;24020;PIAZZA DON S. TIRABOSCHI 1;95;9914;10215,44;45,97521085;9,91367675
832;20042;Poggio Rusco - Biblioteca Comunale;POGGIO RUSCO;MN;46025;PIAZZA I MAGGIO 9;442;39552;86099,64;44,97752534;11,11911533
833;18029;Canneto Pavese - Biblioteca Comunale;CANNETO PAVESE;PV;27044;VIA ROMA ;102;4119;2796,4;45,05145234;9,28034593
834;20053;Roverbella - Biblioteca Comunale;ROVERBELLA;MN;46048;VIA CEFALONIA 2;120;11116;24863,5;;
835;15182;Rho - Biblioteca Comunale - Punto di prestito CentRho;RHO;MI;20017;PIAZZA SAN VITTORE 22-24 ;200;2277;140000;45,52888264;9,04188854
836;97046;Mandello del Lario - Biblioteca Comunale;MANDELLO DEL LARIO;LC;23826;VIA ALESSANDRO MANZONI 44;628;53816;136044,47;45,91544241;9,31902167
837;16211;Tavernola Bergamasca - Biblioteca Comunale;TAVERNOLA BERGAMASCA;BG;24060;VIA ROMA ;75;5347;21768;45,70851655;10,04668207
838;18050;Cilavegna - Biblioteca Comunale;CILAVEGNA;PV;27024;PIAZZA GIUSEPPE GARIBALDI 26;145;14287;35812,25;45,30979903;8,74234577
839;17029;Brescia - Biblioteca della Casa Circondariale di C. Mombello;BRESCIA;BS;25127;VIA SPALTO SAN MARCO 20;106;6831;;45,53445786;10,23063209
840;12134;Vedano Olona - Biblioteca Comunale;VEDANO OLONA;VA;21040;VIA FARA FORNI 1;116;15921;46453,88;45,7746615;8,87810285
841;16096;Fara Gera d'Adda - Biblioteca Comunale;FARA GERA D'ADDA;BG;24045;VIA ROSA 2;450;28638;71117,49;45,55350572;9,53280278
842;15062;Castano Primo - Biblioteca Comunale;CASTANO PRIMO;MI;20022;PIAZZA MAZZINI 43;330;30140;102380,54;45,55124175;8,77640178
843;12049;Cazzago Brabbia - Biblioteca Comunale;CAZZAGO BRABBIA;VA;21020;PIAZZA LIBERTA 1;30;1702;1846,75;45,79676741;8,73341139
844;16133;Martinengo - Biblioteca Comunale;MARTINENGO;BG;24057;VIA ALLEGRENI 37;374;26836;85080,23;45,56922869;9,76749345
845;15099;Dairago - Biblioteca Comunale  Leonardo Da Vinci;DAIRAGO;MI;20020;VIA D. CHIESA 14;260;12075;38893,37;45,5684519;8,86501276
846;13075;Como - Biblioteca Istituto scolastico Matilde di Canossa;COMO;CO;22100;VIA BALESTRA 10;95;15343;10560;45,808267;9,08751872
847;12108;Olgiate Olona - Biblioteca Comunale;OLGIATE OLONA;VA;21057;VIA LUIGIA GREPPI 15;262;34581;106037,17;45,62859975;8,88882795
848;16065;Castro - Biblioteca Comunale;CASTRO;BG;24063;VIA GIACOMO MATTEOTTI 45;60;4850;7220,08;45,80367332;10,06722294
849;97057;Oggiono - Biblioteca Comunale;OGGIONO;LC;23848;VIA VITTORIO VENETO 1;488;43533;152552,27;45,79145165;9,3501036
850;97036;Galbiate - Biblioteca Comunale;GALBIATE;LC;23851;VIA ALESSANDRINI ;288;48165;124491,17;45,81447628;9,37692472
851;17129;Padenghe sul Garda - Biblioteca Comunale;PADENGHE SUL GARDA;BS;25080;VIA ROMA 4;800;19059;84007;45,5063712;10,50388267
852;98016;Cavacurta - Biblioteca Comunale;CAVACURTA;LO;26844;VIA ROMA 5;65;3121;3048,75;45,19031004;9,74225501
853;20045;Porto Mantovano - Biblioteca Comunale;PORTO MANTOVANO;MN;46047;STRADA CANOVA ;250;19735;91764,17;45,18452132;10,8072957
854;13064;Cermenate - Biblioteca Comunale;CERMENATE;CO;22072;VIA SCALABRINI 153;800;;;;
855;18035;Cassolnovo - Biblioteca Comunale;CASSOLNOVO;PV;27023;VIA OBERDAN 3;168;12857;40866,75;45,36562769;8,8091328
856;18018;Borgo San Siro - Biblioteca Comunale;BORGO SAN SIRO;PV;27020;VIA ROMA 32;89;2582;8041,66;45,23479875;8,9126749
857;13251;Colverde - Biblioteca Comunale;COLVERDE;CO;22041;PIAZZA DELLA CHIESA 1;145;22037;66173,92;45,79740658;9,00413294
858;13009;Anzano del Parco - Biblioteca Comunale;ANZANO DEL PARCO;CO;22040;VIA DIAZ 16;80;4374;2892,27;45,77135372;9,19557015
859;17065;Darfo Boario Terme - Biblioteca Comunale;DARFO BOARIO TERME;BS;25047;VIA QUARTERONI 10;408;25920;112639,8;45,88040409;10,18348487
860;17143;Pisogne - Biblioteca Comunale;PISOGNE;BS;25055;VIA DELLA PACE ;450;20660;64068,62;45,80435972;10,11330882
861;108027;Limbiate - Biblioteca Comunale;LIMBIATE;MB;20051;VIA DANTE ALIGHIERI 38;675;47666;285518,83;45,60119432;9,11971852
862;16018;Bagnatica - Biblioteca Comunale;BAGNATICA;BG;24060;PIAZZA GAVAZZENI 6;140;16316;34817,01;45,6626674;9,78125408
863;16219;Treviglio - Biblioteca Comunale Castel Cerreto;TREVIGLIO;BG;24047;VIA CASTEL CERRETO (EX SCUOLE ELEMENTARI) ;75;2501;;45,55100185;9,5797361
864;16025;Berzo San Fermo - Biblioteca Comunale;BERZO SAN FERMO;BG;24060;VIA VITTORIO VENETO 32;60;5116;9964,1;45,71931876;9,90233829
865;17170;Salò - Biblioteca Comunale;SALA;BS;25087;VIA FANTONI 49;674;22423;97073,62;;
866;98039;Merlino - Biblioteca Comunale;MERLINO;LO;26833;PIAZZA DELLA LIBERTA 1;65;2923;7261,2;45,43234278;9,43000712
867;97003;Annone di Brianza - Biblioteca Comunale;ANNONE DI BRIANZA;LC;23841;VIA SANT'ANTONIO 2;75;7895;16331,85;45,80447177;9,33254896
868;108049;Villasanta - Biblioteca Civica;VILLASANTA;MB;20058;VIA CONFALONIERI 55;214;39495;285219,33;45,6044134;9,30006996
869;17138;San Paolo - Biblioteca Comunale;SAN PAOLO;BS;25020;VIA ALDO MORO 27;120;6667;21535,26;;
870;18061;Dorno - Biblioteca Comunale;DORNO;PV;27020;PIAZZA VOLONTARI DEL SANGUE ;150;5649;939;;
871;13047;Carlazzo - Biblioteca Comunale;CARLAZZO;CO;22010;VIA VAL CAVARGNA 38;20;3092;10199,04;46,05068571;9,15482665
872;16179;Ranzanico - Biblioteca Comunale;RANZANICO;BG;24060;VIA SAN BERNARDINO 38;133;4407;18859,47;45,79392845;9,94535262
873;15236;Vernate - Biblioteca Comunale;VERNATE;MI;20080;VIA TOBAGI 1;330;7244;26259,28;;
874;18110;Pavia - Biblioteca Comunale Aldo Dolcini;PAVIA;PV;27100;VIA SANTO SPIRITO 2;26;5437;500;45,18819319;9,17274757
875;17009;Bagnolo Mella - Biblioteca Comunale;BAGNOLO MELLA;BS;25021;VIA XXVI APRILE 48;734;28549;140303,16;45,4299253;10,18324796
876;18182;Voghera - Biblioteca Comunale;VOGHERA;PV;27058;VIA ANTONIO GRAMSCI 1;2350;170807;612911,2;44,99167902;9,00468111
877;19072;Pianengo - Biblioteca Comunale;PIANENGO;CR;26010;VIA ROMA 59;180;11021;39304,94;45,40063126;9,69316962
878;17155;Prevalle - Biblioteca Comunale;PREVALLE;BS;25080;VIA MORANI 11;210;16497;63356;45,54304586;10,42016865
879;12121;Solbiate Arno - Biblioteca Comunale;SOLBIATE ARNO;VA;21048;VIA CHINETTI 11;211;15941;53997,81;45,71999068;8,81736448
880;16176;Presezzo - Biblioteca Comunale;PRESEZZO;BG;24030;VIA MONTESSORI 13;250;21940;75844,68;45,6898264;9,57048325
881;17060;Comezzano Cizzago - Biblioteca Comunale;COMEZZANO-CIZZAGO;BS;25030;PIAZZA EUROPA 60;90;8268;22809;;
882;13065;Cernobbio - Biblioteca Comunale;CERNOBBIO;CO;22012;VIA REGINA 5;180;10864;22169,59;45,83659255;9,07349115
883;18088;"Mede - Biblioteca comunale ""Giuseppe Masinari""";MEDE;PV;27035;PIAZZA REPUBBLICA 39;750;40775;65293;45,09670007;8,73606065
884;12119;Saronno - Biblioteca Civica;SARONNO;VA;21047;VIALE SANTUARIO 2;1151;97248;383310,24;45,62637397;9,02503601
885;12074;Gemonio - Biblioteca Comunale;GEMONIO;VA;21036;VIA ROCCO CELLINA ;85;8791;1566;45,8786488;8,67548971
886;18069;Garlasco - Biblioteca Comunale;GARLASCO;PV;27026;VIA SS. TRINITA 6;180;30600;56000;45,1956229;8,92355905
887;15072;Cerro Maggiore - Biblioteca Comunale;CERRO MAGGIORE;MI;20023;VIA SAN CARLO 48;200;16119;96800;45,59306573;8,9514311
888;12030;Cantello - Biblioteca Comunale;CANTELLO;VA;21050;PIAZZA MONTE GRAPPA 1;141;11072;29716,14;45,82113254;8,89628305
889;16055;Carobbio degli Angeli - Biblioteca Comunale;CAROBBIO DEGLI ANGELI;BG;24060;VIA CAMPOLUNGO 8;80;7473;65489,41;45,66476659;9,83160381
890;15168;Parabiago - Biblioteca Comunale;PARABIAGO;MI;20015;VIA BRISA 1;1116;43935;213936,68;45,5574994;8,94673243
891;17029;Brescia - Biblioteca Comunale Casazza;BRESCIA;BS;25127;VIA CASAZZA 46;226;20930;;45,57322029;10,22780464
892;19092;Scandolara Ravara - Biblioteca Comunale UCL Municipia;SCANDOLARA RAVARA;CR;26040;PIAZZA ITALIA ;250;5822;9486,18;45,05233966;10,30081006
893;17070;Esine - Biblioteca Comunale;ESINE;BS;25040;VIA ALESSANDRO MANZONI ;190;12333;24435,86;45,92466664;10,2553988
894;17029;Brescia - Biblioteca dell'Istituto Pasquali-Agazzi Centro Studi Pedagogici;BRESCIA;BS;25127;VIA AMBARAGA 93;420;24168;;45,5677625;10,24060343
895;17122;Offlaga - Biblioteca Comunale;OFFLAGA;BS;25020;PIAZZA DUE MARTIRI 20;70;9350;11389,32;45,35258;10,1166579
896;15081;Cologno Monzese - Biblioteca Comunale;COLOGNO MONZESE;MI;20093;PIAZZA MENTANA 1;1973;133032;793167,18;45,5303909;9,27591414
897;17003;Agnosine - Biblioteca Comunale Renato Vallini;AGNOSINE;BS;25071;VIA F.LLI REGUITTI 1;170;10263;14863,79;45,649217;10,351623
898;17079;Gianico - Biblioteca Comunale;GIANICO;BS;25040;VIA GUGLIELMO MARCONI 11;150;7228;33858,15;45,86563228;10,17348761
899;17001;Acquafredda - Biblioteca Comunale;ACQUAFREDDA;BS;25010;VIA DELLA REPUBBLICA 14;100;7129;11880,04;45,30724625;10,41252148
900;16024;Bergamo - Biblioteca Comunale Caversazzi;BERGAMO;BG;24123;VIA TORQUATO TASSO 4;532;17222;;45,69608389;9,67208885
901;12120;Sesto Calende - Biblioteca Comunale;SESTO CALENDE;VA;21018;PIAZZA GIUSEPPE MAZZINI 2;580;54329;93383,41;45,72431307;8,63149942
902;20035;Moglia - Biblioteca Comunale;MOGLIA;MN;46024;VIA GIULIO ROMANO 5;218;19863;50734,71;44,93396023;10,91281727
903;17162;Roccafranca - Biblioteca Comunale;ROCCAFRANCA;BS;25030;VICOLO CHIESA 5;160;9700;30800;45,46368078;9,91137028
904;12118;Samarate - Biblioteca Comunale;SAMARATE;VA;21017;VIA BORSI ;250;33804;73569,35;45,63017728;8,79383405
905;16024;Bergamo - Biblioteca Comunale Rionale Betty Ambiveri;BERGAMO;BG;24123;VIA PIACENTINI 5;247;18595;;45,68521474;9,69093556
906;18164;Tromello - Biblioteca Comunale R. Burchi;TROMELLO;PV;27020;VIA LABORANTI 4;106;12231;23006,46;45,21007688;8,8720052
907;16117;Grassobbio - Biblioteca Comunale;GRASSOBBIO;BG;24050;VIA ROMA 46;238;20188;57383,77;45,65769116;9,7227639
908;13090;Dongo - Biblioteca Comunale;DONGO;CO;22014;PIAZZA PARACCHINI ;198;21220;14326,29;46,12256108;9,27967441
909;17156;Provaglio d'Iseo - Biblioteca Comunale;PROVAGLIO D'ISEO;BS;25050;VIA EUROPA 5;324;17238;41914,2;45,63622087;10,04428635
910;108048;Verano Brianza - Biblioteca Comunale;VERANO BRIANZA;MB;20050;VIA N.SAURO 30;1130;22172;115590,74;45,6872902;9,22700909
911;16139;Montello - Biblioteca Comunale;MONTELLO;BG;24060;VIA S. ANTONINO 5;300;10241;40814,41;45,66970522;9,80718595
912;17132;Paitone - Biblioteca Comunale;PAITONE;BS;25080;VIA SANTA GIULIA 9;96;8644;15236,87;45,55286195;10,4003542
913;16220;Treviolo - Biblioteca Comunale;TREVIOLO;BG;24048;VIALE PAPA GIOVANNI XXIII 34;1002;33946;158144,37;45,66947106;9,61463064
914;98027;Galgagnano - Biblioteca Comunale;GALGAGNANO;LO;26832;VIA MONZASCA 3;98;2021;6761,75;45,35796549;9,44272302
915;17169;Sale Marasino - Biblioteca Comunale;SALE MARASINO;BS;25057;VIA GIUSEPPE MAZZINI 71;170;14295;23773;45,71348409;10,1116819
916;17185;Tignale - Biblioteca Civica;TIGNALE;BS;25080;VIA BADIALE 12;60;5687;14328;45,74040879;10,71901282
917;108045;Varedo - Biblioteca Comunale;VAREDO;MB;20039;VIALE S. AQUILINO 3;360;33333;145061;45,59963517;9,15293489
918;13204;San Bartolomeo Val Cavargna - Biblioteca Comunale;SAN BARTOLOMEO VAL CAVARGNA;CO;22010;VIA FONTANA 8;100;10814;20248,31;46,08237292;9,1464179
919;16082;Corna Imagna - Biblioteca Comunale;CORNA IMAGNA;BG;24030;VIA FINILMASCHER ;80;3747;1103,47;45,83122307;9,54428123
920;17090;Lodrino - Biblioteca Comunale;LODRINO;BS;25060;VIA MICHELANGELO 5;110;8712;22586,46;45,71957756;10,27742126
921;16249;Cornalba - Biblioteca Comunale Don Paganelli;CORNALBA;BG;24017;VIA PAPA GIOVANNI XXIII 6;55;6974;2326,34;45,85198653;9,74271425
922;12071;Galliate Lombardo - Biblioteca Comunale;GALLIATE LOMBARDO;VA;21020;PIAZZA PARROCCHIALE ;170;6486;11654,68;45,79427;8,7693777
923;18110;Pavia - Biblioteca Comunale Giordano Varesi;PAVIA;PV;27100;VIA TORINO ;30;10804;500;45,19489713;9,18195541
924;20054;Sabbioneta - Biblioteca Comunale;SABBIONETA;MN;46018;VIA ACCADEMIA 6 ;238;10642;33616,41;;
925;18177;Vigevano - Biblioteca Comunale;VIGEVANO;PV;27029;CORSO CAVOUR 82;1000;62744;199800;45,32002215;8,8557445
926;14034;Grosotto - Biblioteca Comunale;GROSOTTO;SO;23034;VIA STATALE 113;175;8286;972,6;;
927;15146;Milano - Biblioteca Comunale Rionale Oglio;MILANO;MI;20131;VIA OGLIO 18;607;39187;;45,4398813;9,21759696
928;18024;Broni - Biblioteca Comunale;BRONI;PV;27043;VIALE MATTEOTTI 2;252;20434;71229,48;45,06481637;9,26262103
929;13026;Blevio - Biblioteca Comunale;BLEVIO;CO;22020;VIA CARONTI 54;60;7014;14591,98;45,83942904;9,10353008
930;16024;Bergamo - Biblioteca Comunale Circoscrizionale Valtesse;BERGAMO;BG;24123;VIA RUGGERI DA STABELLO 34;217;15383;;45,71744383;9,66267357
931;12088;Leggiuno - Biblioteca Comunale;LEGGIUNO;VA;21038;PIAZZA GUGLIELMO MARCONI ;50;5981;8406,01;45,87483646;8,62078762
932;13075;Como - Biblioteca della Fondazione Ratti;COMO;CO;22100;STRADA PER CERNOBBIO 19;100;7004;19182,08;45,82547506;9,06838237
933;16126;Levate - Biblioteca Comunale;LEVATE;BG;24040;PIAZZA DUCA D'AOSTA ;400;13563;49591,66;45,62358943;9,62439545
934;15246;Zelo Surrigone - Biblioteca Comunale;ZELO SURRIGONE;MI;20080;VIA CAVOUR 7;90;1979;11547,12;45,38798621;8,98535016
935;16186;Rota d'Imagna - Biblioteca Comunale;ROTA D'IMAGNA;BG;24037;VIA GIOVANNI PASCOLI 2;25;1133;873,12;45,83200601;9,51099719
936;97023;Colico - Biblioteca Comunale;COLICO;LC;23823;VIA ALLE TORRI 13;465;26016;96393,43;46,13857633;9,3741863
937;15146;Milano - Biblioteca Comunale Rionale Crescenzago;MILANO;MI;20131;VIALE DON ORIONE 19;728;31554;;45,50008964;9,24010234
938;16168;Ponte Nossa - Biblioteca Comunale;PONTE NOSSA;BG;24028;VIA G.FRUA 37;100;7984;43269,78;45,86651943;9,88345688
939;108012;Brugherio - Biblioteca Civica;BRUGHERIO;MB;20047;VIA ITALIA 27;1992;106633;801320,37;45,55159324;9,30238035
940;17083;Incudine - Biblioteca Comunale;INCUDINE;BS;25040;PIAZZA GUGLIELMO MARCONI 16;40;1842;3475,78;46,22157308;10,35897252
941;19055;Madignano - Biblioteca Comunale;MADIGNANO;CR;26020;PIAZZA PORTICI 4;60;6888;29408,06;45,34446874;9,72515557
942;108004;Arcore - Biblioteca Comunale;ARCORE;MB;20043;VIA GORIZIA 20;925;53153;125677;45,6255004;9,32316779
943;17153;Preseglie - Biblioteca Comunale;PRESEGLIE;BS;25070;VIA ROMA 56;471;9485;16188;45,66674951;10,39412949
944;13046;Carimate - Biblioteca Comunale;CARIMATE;CO;22060;VIA GIOVANNI XXIII 16;200;22247;40462,69;45,70100193;9,11546163
945;12133;Varese - Biblioteca Comunale;VARESE;VA;21100;VIA SACCO 9;2350;314217;757255,95;45,81875462;8,8236959
946;15059;Cassano d'Adda - Biblioteca Comunale;CASSANO D'ADDA;MI;20062;VIA DANTE ALIGHIERI 4;900;42586;167197,01;45,52669133;9,5208808
947;17029;Brescia - Biblioteca Comunale Buffalora;BRESCIA;BS;25127;VIA DELLE BETTOLE 101;470;14172;;45,49389224;10,27131019
948;15142;Melzo - Biblioteca Comunale;MELZO;MI;20066;VIA A. PASTA 43;1300;60965;480111,79;45,49967;9,4258017
949;16111;Gazzaniga - Biblioteca Comunale;GAZZANIGA;BG;24025;VIA GIUSEPPE MAZZINI 9;524;45605;94845,23;45,79650997;9,8362614
950;108033;Monza - Biblioteca dei Ragazzi;MONZA;MB;20052;PIAZZA TRENTO E TRIESTE 6;363;28307;;45,58354029;9,273793
951;15060;Cassina de' Pecchi - Biblioteca Comunale;CASSINA DE' PECCHI;MI;20060;VIALE TRIESTE 3;1365;24027;125869,4;45,51495101;9,36809881
952;17107;Mazzano - Biblioteca Comunale;MAZZANO;BS;25080;VIALE RESISTENZA 20;350;33829;105138,77;45,50437443;10,35884114
953;18138;Sannazzaro de' Burgondi - Biblioteca civica Carlo Tacconi;SANNAZZARO DE' BURGONDI;PV;27039;VIA GIUSEPPE MAZZINI 80;330;9559;31485,92;45,10317785;8,90585733
954;108024;Giussano - Biblioteca Civica Don Rinaldo Beretta;GIUSSANO;MB;20034;VIA CARROCCIO 2;650;50781;237963,16;45,69907622;9,21049209
955;20057;San Giorgio di Mantova - Biblioteca Comunale;SAN GIORGIO DI MANTOVA;MN;46030;VIA FRIDA KAHLO 5;197;14206;60781,99;45,17290714;10,83902536
956;13075;Como - Biblioteca ITIS Magistri cumacini;COMO;CO;22100;VIA COLOMBO 1;338;13295;3246,79;45,7815936;9,05607489
957;19016;Casalbuttano ed Uniti - Biblioteca UCL di Casalbuttano ed Uniti - Bordolano - Corte de' Cortesi;CASALBUTTANO ED UNITI;CR;26011;VIA JACINI 23;186;9328;62738,56;45,25173975;9,9632337
958;16175;Premolo - Biblioteca Comunale;PREMOLO;BG;24020;VIA GRUMELLO 2;141;8808;22901,31;45,86894444;9,87373634
959;12118;Samarate - Biblioteca Comunale;SAMARATE;VA;21017;VIA BORSI ;250;33804;73569,35;45,63017728;8,79383405
960;20012;Casalromano - Biblioteca Comunale;CASALROMANO;MN;46040;PIAZZA CESARE BATTISTI 3;252;7987;13863,34;45,2004755;10,3658654
961;12080;Gornate Olona - Biblioteca Comunale F.Peluso;GORNATE-OLONA;VA;21040;PIAZZA PARROCCHETTI 1;200;7848;1010,25;45,7398743;8,8604533
962;15146;Milano - Civiche Raccolte Storiche;MILANO;MI;20131;VIA BORGONUOVO 23;1300;130630;180000;45,47236373;9,18977503
