codice_identificativo;codice_istat;denominazione;comune;prov;cap;Indirizzo;superficie;tot_consistenza_documenti;spese_tot;WGS84_Y;WGS84_X
388;20008;Canneto sull'Oglio - Biblioteca Comunale;CANNETO SULL'OGLIO;MN;46013;VIA DON SGARBI 28;262;13309;34700,52;;
389;16221;Ubiale Clanezzo - Biblioteca Comunale;UBIALE CLANEZZO;BG;24010;VIA GRADINATA 2;78;3400;13148,29;45,74276;9,6161213
390;18173;Vellezzo Bellini - Biblioteca Comunale;VELLEZZO BELLINI;PV;27010;PIAZZA MUNICIPIO 1;40;1010;1121,53;45,2692583;9,1006684
391;15165;Ozzero - Biblioteca Comunale;OZZERO;MI;20080;PIAZZA VITTORIO VENETO 3;60;2971;13294,78;45,36566065;8,92465915
392;16217;Torre Pallavicina - Biblioteca Comunale;TORRE PALLAVICINA;BG;24050;VIA SS. NAZZARO E CELSO 49;50;3632;9736,5;;
393;12133;Varese - Biblioteca Provinciale;VARESE;VA;21100;VIA CAMPIGLI 5;140;12981;52012,08;45,8187375;8,81228019
394;18113;Pieve del Cairo - Biblioteca Comunale;PIEVE DEL CAIRO;PV;27037;PIAZZA GUGLIELMO MARCONI ;67;7146;5010;45,05135931;8,80563928
395;12101;Mercallo - Biblioteca Comunale;MERCALLO;VA;21020;VIA BAGAGLIO 171;120;5523;9050;45,74734626;8,6711316
396;13075;Como - Biblioteca della Società Archeologica Comense;COMO;CO;22100;PIAZZA MEDAGLIE D'ORO 6;60;6254;500;45,80858554;9,08566924
397;18094;Montalto Pavese - Biblioteca Comunale;MONTALTO PAVESE;PV;27040;VIA G. MUSETTI 6;30;2451;867;44,97864938;9,21204718
398;12012;Besnate - Biblioteca Comunale;BESNATE;VA;21010;VIA MILYUS 4;191;23652;37955,2;45,69995912;8,76494246
399;12070;Gallarate - Biblioteca Civica Luigi Majno;GALLARATE;VA;21013;PIAZZA SAN LORENZO 5;990;124409;245858,16;45,65760104;8,79678919
400;20054;Sabbioneta - Biblioteca Comunale;SABBIONETA;MN;46018;VIA ACCADEMIA 6 ;238;10642;33616,41;;
401;19036;Cremona - Centro fumetto Andrea Pazienza;CREMONA;CR;26100;PIAZZA GIOVANNI XXIII 1;200;15185;51966,88;45,13740095;10,0254009
402;13003;Albavilla - Biblioteca Comunale Luigi M. Gaffuri;ALBAVILLA;CO;22031;VIA DON FELICE BALLABIO 27;237;21364;55180,09;45,80177932;9,1856176
403;20053;Roverbella - Biblioteca Comunale;ROVERBELLA;MN;46048;VIA CEFALONIA 2;120;11116;24863,5;;
404;17030;Brione - Biblioteca Comunale;BRIONE;BS;25060;VIA GAZZANE 23;30;3987;11865;45,64118881;10,14441807
405;97011;Bulciago - Biblioteca Comunale Giovanni Paolo II°;BULCIAGO;LC;23892;VIA DEL BENEFICIO 1;540;22675;61894,87;45,75429276;9,28982038
406;20011;Casaloldo - Biblioteca Comunale;CASALOLDO;MN;46040;VIA ROMA 18;260;8185;44381,75;45,25514603;10,47738357
407;17062;Corte Franca - Biblioteca Comunale;CORTE FRANCA;BS;25040;PIAZZA DI FRANCIACORTA 1;120;21300;50672,94;;
408;15204;Sedriano - Biblioteca Comunale;SEDRIANO;MI;20018;VIA ROGERIO DA SEDRIANO ;156;25147;48742,66;45,48859016;8,97463899
409;17037;Capriano del Colle - Biblioteca Comunale;CAPRIANO DEL COLLE;BS;25020;PIAZZA MAZZINI 8 ;140;11522;23033,36;45,45497473;10,12862856
410;16012;Ardesio - Biblioteca Comunale;ARDESIO;BG;24020;VIA PAPA PAOLO VI 4;130;15777;48770;45,93774191;9,92888656
411;18072;Giussago - Biblioteca Comunale;GIUSSAGO;PV;27010;VIA ROMA 72;55;4934;10547;45,28477108;9,14215813
412;15146;Milano - Biblioteca Comunale Rionale Zara;MILANO;MI;20131;VIALE ZARA 100;280;18285;;45,49769594;9,19604774
413;15027;Bollate - Biblioteca Comunale - Sede decentrata di Cassina Nuova;BOLLATE;MI;20021;VIA PACE ;260;23954;47592,35;45,5593813;9,13402899
414;13012;Arosio - Biblioteca Comunale;AROSIO;CO;22060;VIA CASATI 1;375;24512;61369,12;45,71617408;9,21034149
415;108017;Cavenago di Brianza - Biblioteca Comunale;CAVENAGO DI BRIANZA;MB;20040;PIAZZA LIBERTA 18;200;25670;88440;45,58503025;9,41602952
416;98059;Valera Fratta - Biblioteca Comunale;VALERA FRATTA;LO;26859;VIA PUCCINI 7;80;2470;10404,77;45,25726915;9,3360567
417;13227;Turate - Biblioteca Comunale;TURATE;CO;22078;VIA TINELLI 8;345;30445;99945,36;45,65560678;9,00048687
418;16091;Dalmine - Biblioteca Comunale;DALMINE;BG;24044;PIAZZA GIACOMO MATTEOTTI 6;2074;120113;424232;45,64666824;9,59899484
419;15151;Motta Visconti - Biblioteca Comunale;MOTTA VISCONTI;MI;20086;VIA ANNONI 11;110;10084;42301,2;45,27797;8,9957238
420;19035;Crema - Biblioteca Comunale;CREMA;CR;26013;VIA CIVERCHI 9;3200;121402;318022;45,36392721;9,68963024
421;17199;Villa Carcina - Biblioteca Comunale;VILLA CARCINA;BS;25069;VIA XX SETTEMBRE 22/24 ;950;48608;204145,92;45,63191322;10,2001707
422;16024;Bergamo - Biblioteca del CONI;BERGAMO;BG;24121;VIA PIZZO DELLA PRESOLANA 15;30;729;0;45,69736142;9,69859942
423;16188;San Giovanni Bianco - Biblioteca Comunale;SAN GIOVANNI BIANCO;BG;24015;VIA CASTELLI 19;192;13133;49315,4;45,87022388;9,65468745
424;17034;Calvisano - Biblioteca Comunale;CALVISANO;BS;25012;VIA FRATELLI CERVI 1;260;11779;39650;45,34761726;10,34138724
425;19059;Montodine - Biblioteca Comunale;MONTODINE;CR;26010;PIAZZA XXV APRILE 10;80;6861;18082,03;45,2857354;9,70981372
426;16003;Albano Sant'Alessandro - Biblioteca Comunale Carlo Cattaneo;ALBANO SANT'ALESSANDRO;BG;24061;PIAZZA CADUTI PER LA PATRIA 5;486;32899;131899,06;45,68594068;9,76897478
427;12089;Lonate Ceppino - Biblioteca Comunale;LONATE CEPPINO;VA;21050;PIAZZA DON ANGELO TETTAMANZI 4;150;11010;37573,45;45,70668007;8,87293695
428;108002;Aicurzio - Biblioteca Comunale;AICURZIO;MB;20040;VIA CROCE 5;201;11089;29869;45,63922805;9,41438732
429;97068;Pescate - Biblioteca Comunale;PESCATE;LC;23855;VIA GIOVANNI XXIII 33;115;13147;9149,61;45,82921334;9,39465339
430;13126;Lezzeno - Biblioteca Comunale;LEZZENO;CO;22025;FRAZIONE CHIESA 5;45;11901;29782;45,94577415;9,19242326
431;20004;Bigarello - Biblioteca Comunale;BIGARELLO;MN;46030;VIA GAZZO 18;60;2564;11415;45,17962635;10,89674884
432;17074;Gardone Riviera - Biblioteca Comunale;GARDONE RIVIERA;BS;25083;PARCO DI VILLA ALBA ;150;15841;35951;45,63393571;10,54912956
433;98028;Graffignana - Biblioteca Comunale;GRAFFIGNANA;LO;26813;VIA MILANO 13;90;5611;27991,57;45,21116292;9,45217794
434;17202;Vione - Biblioteca Comunale;VIONE;BS;25050;PIAZZA VITTORIA 1;50;3232;6478,76;46,24864141;10,44794066
435;17047;Cedegolo - Biblioteca Comunale;CEDEGOLO;BS;25051;VIA NAZIONALE 131;286;11604;25459,1;46,08202026;10,34688184
436;20030;Mantova - Biblioteca Mediateca Gino Baratta;MANTOVA;MN;46100;CORSO GIUSEPPE GARIBALDI 88;4500;155331;905141,5;45,14873758;10,79586182
437;17096;Lumezzane - Biblioteca Civica;LUMEZZANE;BS;25065;VIA MONTE GRAPPA 80;560;50562;134447,45;45,65032944;10,26326535
438;19054;Izano - Biblioteca Comunale;IZANO;CR;26010;VIA GERARDO DA IZANO 4;72;5811;9331,56;45,35577111;9,75505335
439;12124;Sumirago - Biblioteca Comunale;SUMIRAGO;VA;21040;VIA SAN LORENZO 21;210;14765;27074,93;45,74089288;8,78121037
440;13169;Oltrona di San Mamette - Biblioteca Comunale;OLTRONA DI SAN MAMETTE;CO;22070;VIA DON CONTI 3;73;15821;5607;45,75758105;8,97834631
441;108036;Ornago - Biblioteca Comunale;ORNAGO;MB;20060;VIA CARLO PORTA 2;210;15988;34652;45,59944784;9,42302199
442;16144;Nembro - Biblioteca Centro Cultura;NEMBRO;BG;24027;PIAZZA ITALIA ;1756;52251;264039;45,74424168;9,76208517
443;20007;Bozzolo - Biblioteca Comunale Mario Miglioli;BOZZOLO;MN;46012;VIA GIACOMO MATTEOTTI 3;353;20970;38083;45,10621607;10,48188976
444;20049;Revere - Biblioteca Comunale;REVERE;MN;46036;PIAZZA CASTELLO 12;50;6778;8416,73;45,05802385;11,12774495
445;16132;Mapello - Biblioteca Comunale;MAPELLO;BG;24030;PIAZZA IV NOVEMBRE 12;350;20564;5768,9;45,70918183;9,5470815
446;13136;Lurago d'Erba - Biblioteca Comunale;LURAGO D'ERBA;CO;22040;VIA ROMA 56;158;11294;24177,25;45,75268284;9,22268744
447;16182;Rogno - Biblioteca Comunale;ROGNO;BG;24060;PIAZZA DRUSO 5;300;8611;27257;45,85746509;10,13376409
448;15005;Albairate - Biblioteca Comunale;ALBAIRATE;MI;20080;VIA C. BATTISTI 8;300;10760;28155,6;45,41817853;8,93565092
449;16213;Terno d'Isola - Biblioteca Comunale;TERNO D'ISOLA;BG;24030;VIA BRAVI 9;145;18393;46864;45,68475302;9,53485848
450;16123;Lallio - Biblioteca Comunale;LALLIO;BG;24040;VIA SAN BERNARDINO 11;289;19697;37599,14;45,66676236;9,62925179
451;97016;Casatenovo - Biblioteca Comunale;CASATENOVO;LC;23880;VIA CASTELBARCO 7;910;41434;156994,64;45,69515606;9,30819456
452;97021;Cesana Brianza - Biblioteca Comunale;CESANA BRIANZA;LC;23861;VIA PAPA GIOVANNI XXIII 35;60;7467;10752,79;45,8185901;9,29929413
453;108038;Ronco Briantino - Biblioteca Comunale;RONCO BRIANTINO;MB;20050;VIA MANDELLI 15;140;17572;35209;45,66675826;9,3975871
454;17037;Capriano del Colle - Biblioteca Comunale;CAPRIANO DEL COLLE;BS;25020;PIAZZA MAZZINI 8 ;140;11522;23033,36;45,45497473;10,12862856
455;19058;Monte Cremasco - Biblioteca Comunale;MONTE CREMASCO;CR;26010;VIA ROMA 12;150;2623;14834,55;45,37153054;9,57260233
456;12023;Brunello - Biblioteca Comunale;BRUNELLO;VA;21020;VIA VERDI 17;80;5494;9242,56;45,76446802;8,79649278
457;12090;Lonate Pozzolo - Biblioteca Popolare Comunale;LONATE POZZOLO;VA;21015;VIA CAVOUR 21;608;34284;207437,21;45,59998918;8,75125121
458;17192;Urago d'Oglio - Biblioteca Comunale;URAGO D'OGLIO;BS;25030;VIA ROMA 36;150;16741;51417,26;45,51551839;9,86957594
459;15205;Segrate - Biblioteca Comunale - Sede decentrata San Felice;SEGRATE;MI;20090;STRADA ANULARE C/O CENTRO CIVICO ;130;13138;;;
460;15183;Robecchetto con Induno - Biblioteca Comunale;ROBECCHETTO CON INDUNO;MI;20020;PIAZZA LIBERTA 12;185;21803;66850,95;45,53376765;8,76529252
461;108026;Lesmo - Biblioteca Comunale;LESMO;MB;20050;VIA GUGLIELMO MARCONI 30;140;23444;50564;45,64793248;9,30786255
462;12002;Albizzate - Biblioteca Comunale;ALBIZZATE;VA;21041;PIAZZA IV NOVEMBRE ;432;28996;55763,61;45,72365736;8,80328208
463;13007;Alzate Brianza - Biblioteca Comunale;ALZATE BRIANZA;CO;22040;VIA GIROLA 1;250;15779;44027,91;45,76288106;9,18224503
464;16028;Bolgare - Biblioteca Comunale;BOLGARE;BG;24060;VIA DANTE ALIGHIERI 24;200;16366;30879,87;45,63383948;9,817871
465;97045;Malgrate - Biblioteca Comunale;MALGRATE;LC;23864;VIA REINA 1;125;11299;30506,5;45,8524992;9,37494322
466;15167;Pantigliate - Biblioteca Comunale;PANTIGLIATE;MI;20090;VIALE RISORGIMENTO 34;250;11895;45687,63;45,43522339;9,35176956
467;16211;Tavernola Bergamasca - Biblioteca Comunale;TAVERNOLA BERGAMASCA;BG;24060;VIA ROMA ;75;5347;21768;45,70851655;10,04668207
468;15222;Tribiano - Biblioteca Comunale;TRIBIANO;MI;20067;VIA DELLA LIBERAZIONE 82;80;4813;31552,24;45,41432823;9,37618138
469;15136;Masate - Biblioteca Comunale Unione Comuni Basiano e Masate;MASATE;MI;20060;VIA MILANO 69;131;13804;0;45,5679796;9,4641641
470;15244;Vizzolo Predabissi - Biblioteca Comunale Gian Franco Grechi;VIZZOLO PREDABISSI;MI;20070;VIA GIUSEPPE VERDI 9;241;10028;36759,51;45,35728706;9,34729206
471;16076;Cividate al Piano - Biblioteca Comunale;CIVIDATE AL PIANO;BG;24050;VIA OSPEDALE 40;80;13012;24220,44;45,55363817;9,83545884
472;18110;Pavia - Biblioteca Comunale Citta' Giardino;PAVIA;PV;27100;VIA ACERBI 27;50;11840;750;45,20009604;9,16177535
473;12004;Arcisate - Biblioteca Comunale;ARCISATE;VA;21051;PIAZZA DE GASPERI 6;210;31105;51930,39;45,85999404;8,85959004
474;18150;Siziano - Biblioteca Comunale;SIZIANO;PV;27010;VIA DELLA STAZIONE 15;229;24219;40413,4;45,31856899;9,19949736
475;18184;Zavattarello - Biblioteca Comunale;ZAVATTARELLO;PV;27059;PIAZZA DAL VERME 5;60;2228;2043;44,8688049;9,26480922
476;108027;Limbiate - Biblioteca Comunale;LIMBIATE;MB;20051;VIA DANTE ALIGHIERI 38;675;47666;285518,83;45,60119432;9,11971852
477;19099;Sospiro - Biblioteca Comunale;SOSPIRO;CR;26048;PIAZZA EUROPA 2;127;10435;24710;45,11229515;10,15702021
478;13075;Como - Punto di prestito Camerlata;COMO;CO;22100;VIA VARESINA 1;117;1347;27921,46;45,7907597;9,0839236
479;16002;Adrara San Rocco - Biblioteca Comunale;ADRARA SAN ROCCO;BG;24060;VIA GUGLIELMO MARCONI 2;140;4062;16180,19;45,7138741;9,95896513
480;17029;Brescia - Mediateca Queriniana;BRESCIA;BS;25127;CORTILE PALAZZO BROLETTO - BRESCIA ;160;27820;;0;0
481;18123;Robbio Lomellina - Biblioteca Comunale;ROBBIO;PV;27038;PIAZZA MARLIANO 2;170;13494;27905,83;45,28968848;8,59395237
482;108038;Ronco Briantino - Biblioteca Comunale;RONCO BRIANTINO;MB;20050;VIA MANDELLI 15;140;17572;35209;45,66675826;9,3975871
483;19036;Cremona - Biblioteca Statale di Cremona;CREMONA;CR;26100;VIA UGOLANI DATI 4;5485;743978;228403,39;45,13792371;10,02158418
484;17059;Cologne - Biblioteca Comunale;COLOGNE;BS;25033;PIAZZA GARIBALDI 20;350;18662;64647;45,58589624;9,94426815
485;16191;Santa Brigida - Biblioteca Comunale;SANTA BRIGIDA;BG;24010;VIA CARALE 13;90;8878;3561;45,98424939;9,62042817
486;20022;Dosolo - Biblioteca Comunale;DOSOLO;MN;46030;PIAZZA GARIBALDI 14;250;9363;23236,19;44,95338861;10,64102417
487;20071;Borgo Virgilio - Biblioteca Comunale;BORGO VIRGILIO;MN;46034;PIAZZA ALDO MORO 2;246;20522;78050;;
488;17100;Malegno - Biblioteca Comunale;MALEGNO;BS;25053;VIA CAVA 7;150;8026;14646,1;45,95110117;10,27292365
489;14057;Samolaco - Biblioteca Comunale;SAMOLACO;SO;23027;PIAZZA ELMO FALCINELLA - FRAZ. S. PIETRO ;200;6395;48264;;
490;12015;Bisuschio - Biblioteca Comunale;BISUSCHIO;VA;21050;VIA GIUSEPPE MAZZINI 14;105;13081;22908,77;45,8726976;8,8704135
491;16024;Bergamo - Biblioteca Comunale Circoscrizionale Loreto;BERGAMO;BG;24123;VIA COGHETTI 252;600;20614;;45,6921766;9,6508547
492;98050;Sant'Angelo Lodigiano - Biblioteca Comunale;SANT'ANGELO LODIGIANO;LO;26866;PIAZZA M. DE MARTINO 10;138;33190;;45,23842525;9,41097726
493;15098;Cusano Milanino - Biblioteca Comunale;CUSANO MILANINO;MI;20095;VIALE GIACOMO MATTEOTTI 37;606;38380;284838,1;45,5501276;9,17999834
494;13114;Guanzate - Biblioteca Comunale;GUANZATE;CO;22070;VIALE RIMEMBRANZE 3;200;35229;55335,47;45,72541444;9,00963069
495;16037;Brembate - Biblioteca Comunale;BREMBATE;BG;24041;VIA SAN VITTORE PRESSO VILLA TASCA ;300;25358;61576;45,60482475;9,55789769
496;12133;Varese - Biblioteca del Civico Liceo Musicale;VARESE;VA;21100;VIA GARIBALDI 4;72;11449;5532;45,658524;8,9724878
497;16031;Bonate Sotto - Biblioteca Comunale;BONATE SOTTO;BG;24040;VIA SANTA GIULIA 3;168;29187;116414,26;45,6661971;9,56242159
498;14012;Campodolcino - Biblioteca Comunale;CAMPODOLCINO;SO;23021;VIA DON ROMEO BALLERINI 8;100;5213;24576;46,39994389;9,35308553
499;16024;Bergamo - Biblioteca del Volontario;BERGAMO;BG;24123;VIA LONGUELO 83;50;3643;19107,24;45,69629245;9,6306309
500;13048;Carugo - Biblioteca Comunale;CARUGO;CO;22060;VIA CALVI 1;2510;17169;46129,12;45,71362393;9,1980563
501;16024;Bergamo - Biblioteca provinciale turismo;BERGAMO;BG;24121;VIA BORGO S. CATERINA 19;100;781;0;45,70473114;9,67998296
502;15248;Villa Cortese - Biblioteca Comunale;VILLA CORTESE;MI;20020;PIAZZA DEL CARROCCIO 15;110;11173;53094,06;45,56504806;8,88581353
503;12064;Daverio - Biblioteca Comunale;DAVERIO;VA;21020;VIA PIAVE 8;205;14803;47017,12;45,77714388;8,77200267
504;15249;Vanzaghello - Biblioteca Comunale;VANZAGHELLO;MI;20020;VIA MATTEOTTI 17;280;27442;94797;45,58094658;8,7830049
505;15002;Abbiategrasso - Biblioteca Comunale;ABBIATEGRASSO;MI;20081;PIAZZA CASTELLO 1 ;1200;31167;422437;45,39826552;8,91851442
506;17127;Ospitaletto - Biblioteca Comunale Paolo VI;OSPITALETTO;BS;25035;VIA RIZZI 5;800;43550;173902;45,55656672;10,07374238
507;97053;Montevecchia - Biblioteca Comunale;MONTEVECCHIA;LC;23874;VIA BELVEDERE 36;60;9938;16357,19;45,70556596;9,38056264
508;17108;Milzano - Biblioteca Comunale;MILZANO;BS;25020;PIAZZA ROMA 5;68;5074;10543,33;45,27407348;10,20148966
509;98024;Corte Palasio - Biblioteca Unione di Comuni Oltre Adda Lodigiano;CORTE PALASIO;LO;26834;PIAZZA TERRAVERDE 2;51;5290;20638,9;;
510;12003;Angera - Biblioteca Comunale;ANGERA;VA;21021;VIA GUGLIELMO MARCONI 2;120;16957;60637,89;45,77337335;8,57654703
511;13134;Longone al Segrino - Biblioteca Comunale;LONGONE AL SEGRINO;CO;22030;VIA DIAZ 27;50;4135;14903,56;45,8176779;9,25046338
512;13083;Cremia - Biblioteca Comunale;CREMIA;CO;22010;PIAZZA DELLA GLORIA ;35;2764;362;46,08603995;9,2716199
513;15250;Baranzate - Biblioteca Comunale;BARANZATE;MI;20021;VIA TRIESTE 23;423;31178;158204,26;45,52658865;9,114404
514;15146;Milano - Biblioteca Comunale Rionale Fra' Cristoforo;MILANO;MI;20131;VIA FRA' CRISTOFORO 6;820;33687;;45,43605761;9,17171252
515;12130;Uboldo - Biblioteca Civica;UBOLDO;VA;21040;VIA SAN MARTINO 48;100;14543;50846,9;45,61243034;9,00650739
516;97040;Introbio - Biblioteca Comunale;INTROBIO;LC;23815;VIA VITTORIO EMANUELE II 14;121;5344;15705,05;45,97381512;9,45332335
517;17073;Gambara - Biblioteca Comunale;GAMBARA;BS;25020;VIA MARTIRI DELLA LIBERTA 7;206;17320;35890,23;45,25510025;10,28759015
518;20018;Cavriana - Biblioteca Comunale;CAVRIANA;MN;46040;VIA PORTA ANTICA 32;160;13402;31767,2;45,35096359;10,59975425
519;98025;Crespiatica - Biblioteca Comunale;CRESPIATICA;LO;26835; C/O MUNICIPIO ;90;4557;6695,3;;
520;16069;Cenate Sotto - Biblioteca Comunale;CENATE SOTTO;BG;24069;VIA MONSIGNOR BIAVA ;371;10761;33871,86;45,70002827;9,82510067
521;13113;Griante - Biblioteca Comunale Flavio Colombo;GRIANTE;CO;22011;VIA BRENTANO 6;58;6839;4841,81;45,99414404;9,23513176
522;15235;Vermezzo - Biblioteca Comunale;VERMEZZO;MI;20080;VIA CORRIDONI 46;35;4906;22491,2;45,39761798;8,97901887
523;15172;Pessano con Bornago - Biblioteca Comunale F. Tarchi;PESSANO CON BORNAGO;MI;20060;VIA UMBERTO I ;300;16322;123147,05;45,54539564;9,38926995
524;15202;San Zenone al Lambro - Biblioteca Comunale;SAN ZENONE AL LAMBRO;MI;20070;PIAZZETTA MERIDIANA 17;160;11787;45518,04;45,32406795;9,3570417
525;17075;Gardone Valtrompia - Biblioteca Comunale Carlo Filippini;GARDONE VAL TROMPIA;BS;25063;VIA XX SETTEMBRE 31;820;43156;243988;45,68760611;10,18486424
526;13135;Luisago - Biblioteca Comunale;LUISAGO;CO;22070;PIAZZA LIBERRTA 1;90;7846;16996,71;45,76021235;9,04385573
527;108041;Sovico - Biblioteca Comunale;SOVICO;MB;20050;VIALE BRIANZA 4;216;21715;108800;45,64900097;9,2648269
528;15146;Milano - Biblioteca Comunale Rionale Baggio;MILANO;MI;20131;VIA PISTOIA 10;912;38465;;45,46303012;9,09044176
529;15136;Masate - Biblioteca Comunale Unione Comuni Basiano e Masate;MASATE;MI;20060;VIA MILANO 69;131;13804;0;45,5679796;9,4641641
530;17089;Limone sul Garda - Biblioteca Comunale;LIMONE SUL GARDA;BS;25010;VIA ROVINA ;60;5317;54110,98;45,8146985;10,79157055
531;17057;Collebeato - Biblioteca Comunale;COLLEBEATO;BS;25060;VIA G. MARTINENGO 8;167;19472;46916;45,58411735;10,21291744
532;17172;San Gervasio Bresciano - Biblioteca Comunale;SAN GERVASIO BRESCIANO;BS;25020;VIA BARBARA FERRAZZI 24;90;7831;14234,98;45,30631329;10,15108449
533;16224;Valbrembo - Biblioteca Comunale;VALBREMBO;BG;24030;VIA DON LORENZO MILANI ;450;17899;43024,34;45,717852;9,6070492
534;108004;Arcore - Biblioteca Comunale;ARCORE;MB;20043;VIA GORIZIA 20;925;53153;125677;45,6255004;9,32316779
535;17189;Tremosine - Biblioteca Comunale;TREMOSINE;BS;25010;VIALE EUROPA 16;430;12527;19357,76;45,77092178;10,75877686
536;17133;Palazzolo sull'Oglio - Biblioteca Civica G.U. Lanfranchi;PALAZZOLO SULL'OGLIO;BS;25036;LUNGO OGLIO CESARE BATTISTI 17;1223;49681;216049,32;45,59919596;9,88115584
537;16060;Casnigo - Biblioteca Comunale;CASNIGO;BG;24020;PIAZZA SAN GIOVANNI BATTISTA 1;196;17339;29810,01;45,8159427;9,86646144
538;16234;Vertova - Biblioteca Comunale;VERTOVA;BG;24029;VIA CONVENTO 12;110;12633;33293,63;45,8123261;9,85337191
539;14013;Caspoggio - Biblioteca comunale;CASPOGGIO;SO;23020;VIA DON GATTI 10;320;11841;66026;46,26481311;9,86388541
540;98049;San Rocco al Porto - Biblioteca Comunale;SAN ROCCO AL PORTO;LO;26865;VIA ROMA 18;160;3436;37423,77;45,08132935;9,69545545
541;17029;Brescia - Biblioteca dell'Accademia di Belle Arti Santa Giulia;BRESCIA;BS;25127;VIA NICOLA TOMMASEO 49;87;3692;8800;45,55120497;10,21395831
542;17023;Botticino - Biblioteca Comunale Libero Dordoni;BOTTICINO;BS;25082;PIAZZA IV NOVEMBRE 3;516;35812;113091,48;45,53991665;10,30299725
543;16219;Treviglio - Biblioteca Comunale Geromina;TREVIGLIO;BG;24047;VIA CANONICA ;66;5118;;45,52835312;9,5832118
544;12083;Induno Olona - Biblioteca Comunale;INDUNO OLONA;VA;21056;VIA PORRO 30;540;37332;102016,1;45,85033832;8,83874708
545;14066;Tirano - Biblioteca Civica Paolo e Paola Maria Arcari;TIRANO;SO;23037;PIAZZA PIEVANI 1;398;83554;143802,3;46,21701133;10,17259926
546;19106;Tornata - Biblioteca Comunale;TORNATA;CR;26030;VIA FABBRI 10;45;4143;5437,25;45,10353167;10,43167602
547;16024;"Biblioteca del Museo Civico di Scienze Naturali ""E. Caffi""";BERGAMO;BG;24126;PIAZZA CITTADELLA 10;440;17150;31250;45,70552416;9,65966526
548;18027;Candia Lomellina - Biblioteca Comunale Pietro Maggi;CANDIA LOMELLINA;PV;27031;VIA CAVOUR 2;50;8986;14258,89;45,17587259;8,59578797
549;98045;Pieve Fissiraga - Biblioteca Comunale;PIEVE FISSIRAGA;LO;26854;VIA PRINCIPALE 49;214;8892;27045,75;45,26385194;9,45926656
550;15205;Segrate - Biblioteca Comunale;SEGRATE;MI;20090;CENTRO CIVICO GIUSEPPE VERDI VIA XXV APRILE ;1000;49139;507800,43;45,48205795;9,2700764
551;16097;Fara Olivana con Sola - Biblioteca Comunale;FARA OLIVANA CON SOLA;BG;24058;VIA S. LORENZO ;60;3646;13693;45,48306272;9,72625293
552;17144;Polaveno - Biblioteca Comunale;POLAVENO;BS;25060;VIA EUROPA 12;70;6784;8820;45,65804065;10,1297819
553;18009;Bascapè - Biblioteca Comunale;BASCAPE;PV;27010;VIA PRATA 6;98;6334;4961,2;;
554;108033;Monza - Biblioteca Comunale Cederna;MONZA;MB;20052;VIA ZUCCOLI 16;700;27608;;45,5804935;9,3020225
555;16174;Predore - Biblioteca Comunale;PREDORE;BG;24060;VIA ARIO MUCIANO 10;180;9594;25054,09;45,68001598;10,02007155
556;17148;Ponte di Legno - Biblioteca Comunale;PONTE DI LEGNO;BS;25056;VIA NINO BIXIO ;150;6842;8430,14;46,2597809;10,5110325
557;16072;Chignolo d'Isola - Biblioteca Comunale;CHIGNOLO D'ISOLA;BG;24040;VIA IV NOVEMBRE 3;83;10920;26266,22;45,66679879;9,52712859
558;18182;Voghera - Bibliobus;VOGHERA;PV;27058;VIA GRAMSCI 1;7;2588;16797;44,99167902;9,00468111
559;12034;Caronno Pertusella - Biblioteca Comunale;CARONNO PERTUSELLA;VA;21042;VIA CAPO SILE 77;221;13766;59873,06;45,59653056;9,04815437
560;19082;Ripalta Guerina - Biblioteca Comunale;RIPALTA GUERINA;CR;26010;PIAZZA TRENTO 5;66;5527;8639,8;45,30608579;9,70519886
561;17072;Flero - Biblioteca Comunale;FLERO;BS;25020;VIA GIUSEPPE MAZZINI 11;315;19257;62931,17;45,48256213;10,17686701
562;17139;Pertica Alta - Biblioteca Comunale;PERTICA ALTA;BS;25070;VIA PROVINCIALE 101;72;3796;7793,45;;
563;16169;Ponteranica - Biblioteca Comunale;PONTERANICA;BG;24010;VIA VALBONA 73;161;25802;72861,04;45,729907;9,65363289
564;20021;Curtatone - Biblioteca Comunale;CURTATONE;MN;46010;PIAZZA CORTE SPAGNOLA 3;175;12236;52487,16;45,13207893;10,72613936
565;16238;Villa d'Adda - Biblioteca Comunale;VILLA D'ADDA;BG;24030;VIA MADRE TERESA DI CALCUTTA ;300;13335;8936,57;45,71188254;9,46421777
566;108013;Burago di Molgora - Biblioteca Comunale;BURAGO DI MOLGORA;MB;20040;PIAZZA GIACOMO MATTEOTTI 12;180;13940;42986;45,59621259;9,37859902
567;20017;Castiglione delle Stiviere - Biblioteca Comunale;CASTIGLIONE DELLE STIVIERE;MN;46043;VIA ASCOLI 31;850;67472;277536;45,3941491;10,48836953
568;14036;Lanzada - Biblioteca Comunale;LANZADA;SO;23020;VIA SAN GIOVANNI 432;100;10735;49152,58;46,26957661;9,8720804
569;16142;Mozzanica - Biblioteca Comunale;MOZZANICA;BG;24050;VIA EUROPA 2;263;13870;66876,97;45,47493896;9,68968804
570;98011;Caselle Landi - Biblioteca Comunale;CASELLE LANDI;LO;26842;PIAZZA MUNICIPIO ;45;2800;4506,45;;
571;20068;Villimpenta - Biblioteca Comunale;VILLIMPENTA;MN;46039;VIA ROMA 26;202;5455;14425,62;;
